reviewId,userName,content,score,thumbsUpCount,at,appVersion,Sentiment,Sentiment Score
b39c8882-fe9c-4a10-86a2-624c2b17e79a,Muhammad Zeshan,Amazing app but sum time not working good,4,0,2023-05-16 11:45:21,,NEGATIVE,0.9988211989402771
c928f491-9b47-4eca-9933-2b8e46bcf04c,Hamza Saqlain,👻,1,0,2023-05-16 11:26:23,,POSITIVE,0.9978267550468445
6d04e6c3-1254-418e-85bf-f096f07d9d24,Md Yeasin Mollah,Awesome,4,1,2023-05-15 11:34:13,,POSITIVE,0.9986000657081604
18770e57-1030-4e49-a81a-616d9498ea15,md:morshed ali,Godd,5,0,2023-05-14 18:32:31,1.8.4,NEGATIVE,0.9814328551292419
719afe8b-a4dc-4464-8881-dcd8969c6388,Shihab Dorji,Nice akta app ♥️♥️,5,0,2023-05-10 19:57:54,,POSITIVE,0.9986988306045532
79b14038-602a-4ac9-a9de-78cf75abcf57,Shahed Khan,So bad apps,1,0,2023-05-10 06:05:34,1.8.4,NEGATIVE,0.9994799494743347
4db1913b-3cc8-4fa7-81f5-333fc986e241,Iimransyed32ali Ali,Very good,5,0,2023-05-09 15:58:52,,POSITIVE,0.9986018538475037
cb165b72-3884-4a3c-acbd-97c8b956a7c1,Tariq Ahmad,Very poor app. Not registering or sign in.,1,0,2023-05-07 17:37:58,1.4.2,NEGATIVE,0.9995036125183105
1b76fd21-5ba5-4407-91c2-e2f020db598b,Arif Hossain,Nice,4,0,2023-05-06 19:08:36,,POSITIVE,0.9977694749832153
2670ac9e-b770-4479-a6a4-65535a6d632b,Mr Rakib ovi,Please Install,1,0,2023-05-06 14:41:51,,POSITIVE,0.9980999827384949
6ab6f585-5af2-4771-977c-a5b811998f28,Shahid Imran,Good,5,0,2023-05-05 22:08:29,1.8.4,POSITIVE,0.9984152317047119
ef09f035-22d5-4348-b52c-e2e70640e9d9,zoha khan,Very slow,1,0,2023-05-05 22:07:22,1.8.4,NEGATIVE,0.9994476437568665
3acbb248-0da0-4a4b-bf12-91ddf3846ec3,Mi Momin,Good,5,0,2023-05-04 13:19:20,1.8.3,POSITIVE,0.9984152317047119
ae0b30e1-9c1b-4d16-a2b7-4ebba117cf7e,Rubina Javed,Can not even sign up as nationality can not be selected. The drop down doesn't work so I'm stuck,1,96,2023-05-03 18:58:38,1.8.4,NEGATIVE,0.999504566192627
63e5ce87-2c35-4afc-b947-bc6c2dca93c3,SOLIMUL HOOQ KARPEN,Nice app,5,0,2023-05-02 00:06:47,1.8.4,POSITIVE,0.9985741376876831
3e7412a0-c71c-4382-9fff-859ed0f45141,Maryjane Fuentes,Very good job,5,0,2023-05-01 09:50:23,1.8.4,POSITIVE,0.9987861514091492
bfa052c8-75c7-48d7-b3b7-f698cf4da1cd,Raja m saeed Ghakhar,Good,5,0,2023-05-01 04:28:38,1.8.4,POSITIVE,0.9984152317047119
c064b14e-1833-4e8b-a817-a9f666fe6098,hassan khan,Good apps,5,0,2023-04-30 09:09:20,1.8.4,POSITIVE,0.9986134767532349
6c7b3979-70cb-4cc4-b45f-8b2b0b38e9dc,MD RAJAUL KARIM,Good apps,5,0,2023-04-29 17:48:34,,POSITIVE,0.9986134767532349
fc1cf778-3214-49e7-9518-746337956204,md sorif1,good apps,5,0,2023-04-29 10:19:04,,POSITIVE,0.9986060261726379
44a6d7af-501b-4fb3-bbe8-6a565ea4dcd9,MD Sajib,No good,1,0,2023-04-29 04:07:33,1.8.4,NEGATIVE,0.9993672966957092
86db8316-9109-44b7-8826-2c5ffa591fe8,Noor Khan,Not available,2,0,2023-04-28 15:23:34,,NEGATIVE,0.9984670281410217
a6e9697b-9a1c-493e-ad68-88d9bad2ff8b,Ownf,very bad build and poorly manged,1,1,2023-04-27 14:59:08,1.8.4,NEGATIVE,0.9994988441467285
4157f3d2-8613-40bf-be37-cd9653c37fec,Samiul Sk,Awesome,5,0,2023-04-25 08:04:44,1.8.4,POSITIVE,0.9986000657081604
945fb7f4-15d1-4a19-97a4-264d6ef9c215,lokman hakeem,Good,5,0,2023-04-24 14:21:55,1.8.4,POSITIVE,0.9984152317047119
a0994b2d-6010-4266-a6dd-c4619c8d68ab,Vhen Carino,Excellent,5,0,2023-04-24 00:55:00,,POSITIVE,0.998581051826477
d06ddbca-2a95-4043-b0f0-094adb7621e8,Yaqoob 7ab,It's good,5,0,2023-04-23 21:58:16,1.8.4,POSITIVE,0.9981504082679749
48f1ed18-5ea7-4cdc-a2bd-4c2a6b07e91f,Shabbir Tarar,Good,5,0,2023-04-23 20:50:08,,POSITIVE,0.9984152317047119
45419c93-2fbd-4fbf-be10-ecd8ced810ca,Hossain Mithu,Nice,5,0,2023-04-23 20:30:06,1.8.4,POSITIVE,0.9977694749832153
633da485-6b64-4343-bcc9-e06110991ee4,mohammed mohsen,Good,5,0,2023-04-23 19:18:33,1.8.4,POSITIVE,0.9984152317047119
65078bf1-08b0-45fd-989f-6ee9a8a4eef3,MD AMIRUL Islam,nice app,5,0,2023-04-23 15:11:53,,POSITIVE,0.998537540435791
1cc9c37f-30c9-448b-9dd4-6a399f31b84a,Muhammad Rizwan Nawaz,Good 👍,4,1,2023-04-23 15:05:51,1.8.4,POSITIVE,0.9986507296562195
014fb442-546b-4275-bcdf-a5e82ba3cb44,sabir afzal,Exceptionally smooth and most useful.,5,0,2023-04-23 10:33:13,,POSITIVE,0.9987334609031677
34744231-d9c0-4003-995d-256b663f5af6,Basith Khan,My problem is I have booked Umrah permit it's says error try again later and after that I have tried lot of time but still not showing any thing,1,102,2023-04-23 06:25:49,1.8.4,NEGATIVE,0.9994949102401733
143eb15f-0afa-46bd-8742-74d93b96da22,A Google user,Unable to enter information. Rejects it everytime. Please help.,1,0,2023-04-22 22:25:06,,NEGATIVE,0.999504804611206
935f23e5-912d-48e6-8db6-89a0057528b5,Abu Hanif,Wow,5,0,2023-04-22 05:45:23,,POSITIVE,0.9963800311088562
23f06435-4960-4ebf-a475-67ec6afad73b,Ross,This app has no benefit i even don't feel safe,1,2,2023-04-20 21:23:35,1.8.3,NEGATIVE,0.9995054006576538
97f619c0-e0cd-4d30-b372-4935d7593f78,Ravikumar kolli,Good,5,0,2023-04-20 11:13:27,1.8.3,POSITIVE,0.9984152317047119
f792108b-a45a-4a6d-8f48-29f3c52b9ee5,MOHAMMED ZABIULLAH KHAN,Please add zakat al fitrah...as it's compulsory for everyone to pay before eid,3,2,2023-04-19 19:07:17,1.8.1,POSITIVE,0.9938940405845642
37f79ce7-4173-46ed-9095-8df560332a0c,Paragat Delcoro,Good,5,0,2023-04-18 23:42:43,,POSITIVE,0.9984152317047119
277b05c5-52ea-48ba-a804-07b18970472c,Ayazhussain Laghari,Ayaz Hussain Laghari,5,0,2023-04-17 10:30:46,1.8.3,POSITIVE,0.9861035943031311
bb3578fc-cbf6-4d53-ad35-f98cedb85c03,Mariano Legaspi,Got it,5,0,2023-04-16 21:43:03,1.8.3,POSITIVE,0.9973015785217285
8107eabb-205a-42a8-9346-2243d9ad3653,Zakier Khan,Not a good one always an issue of correction or not installing,1,0,2023-04-16 11:31:49,,NEGATIVE,0.999497652053833
37ced68f-d21b-4f26-afdf-297a3bad75e9,Afjal Khan,Excellent,5,0,2023-04-14 00:01:01,,POSITIVE,0.998581051826477
e82a3291-f97e-4df6-b0ca-3a4a608be5d8,md kamal,Nice 👌,5,0,2023-04-13 15:06:39,,POSITIVE,0.9984983205795288
45830407-ce4f-4395-945c-6c93f40c2c5e,mahaboob alam Azamgarh,Good App Tawakkalna Service,3,0,2023-04-13 09:22:36,,POSITIVE,0.9983402490615845
dae36e49-560c-4e1f-bc05-2299681657e0,habiba hassan,"Very useful ,Jazakallah",5,0,2023-04-13 05:34:41,,POSITIVE,0.9979491829872131
45c5b14b-6c8c-4c29-acb1-c8dcaeeff58b,Peter Raf Napoles De La Cruz,Good,5,0,2023-04-13 00:32:06,1.8.3,POSITIVE,0.9984152317047119
b545add4-2ac0-4ace-ab25-faee4a0d0f38,Chaudhry Aladdin,Very nice and beautiful apps.,5,2,2023-04-12 19:04:54,1.7.0,POSITIVE,0.9987717270851135
3e55cb9f-5168-460b-82cf-0d181a326a9b,Shohid Imam,Assalamoalaikom wyarahmatollahi,4,0,2023-04-12 17:33:16,,POSITIVE,0.9542720913887024
bf907198-393d-4b1c-978c-cc678554cdbc,Md Azhar Alam,Good,5,0,2023-04-12 11:46:05,1.8.3,POSITIVE,0.9984152317047119
b2df4170-3fae-4e47-81f9-144a57d2ff0e,Irfan Mohmad,Irfan Mehmood,5,0,2023-04-12 08:10:12,,POSITIVE,0.974631667137146
3fe399d2-3401-43cc-9422-1d7fa84005e2,TuFazZal AhMad,Good Apps,5,0,2023-04-11 18:18:01,,POSITIVE,0.9986299276351929
9739f73b-6383-4b2c-a601-c20cff8d53f7,Hamza Khan,V good app,5,0,2023-04-11 16:45:26,,POSITIVE,0.9985608458518982
4f02e679-94f0-4329-8843-7c6d168af8b7,Shahid Shahid,Good,5,0,2023-04-11 16:05:37,,POSITIVE,0.9984152317047119
c8e6c059-ecbf-4eb6-bac5-53afc7d67f64,Mohamed Malal Jalloh,Very good,5,0,2023-04-10 21:52:03,1.5.0,POSITIVE,0.9986018538475037
2f0c5cf9-10df-4ed1-8e5f-ad7bf8e59cff,Kashif Latif Kashif Latif,Y65. U sn4h,2,0,2023-04-10 09:28:34,1.8.3,POSITIVE,0.9865965247154236
e7d3f917-ea48-41a3-b0ca-c9b931498c01,Ali Ahmed,good 👍,5,0,2023-04-10 02:43:12,,POSITIVE,0.9986591339111328
b37cfad5-9b20-4a02-91c9-99774df8af06,Ch Naseer,Excellent thanks,5,0,2023-04-09 18:30:37,1.8.3,POSITIVE,0.9986822009086609
d550b1b7-4e59-4db1-ac80-c3365cabc009,waseem naseeb,Well app,5,0,2023-04-09 17:24:15,,POSITIVE,0.9925251007080078
b12d5272-7912-488f-b413-a1899ed7d675,Mohd Rafi,Amazing 🤩,5,0,2023-04-09 17:16:53,1.8.3,POSITIVE,0.9986286163330078
bd384cf8-8697-49bf-b29c-929ad0fcab4e,Elfa Selim,I'm so very dis appointed bcoz my tawakalna ddnt open even if already I put the correct password....,2,0,2023-04-09 12:09:11,,NEGATIVE,0.9994959831237793
1610fcae-e566-4ab0-85c1-653895da9431,Anwar Aman,Good,5,0,2023-04-08 23:35:49,1.7.0,POSITIVE,0.9984152317047119
f774bb79-ff74-49d8-95fe-68afc2c31866,Abul Hasnat,👍,5,0,2023-04-08 21:30:36,1.8.0,POSITIVE,0.9982981085777283
fc805765-fbbe-430e-95e7-0aa13f975889,suresh Lumba,Thanku so nice aap,5,0,2023-04-08 13:10:26,,POSITIVE,0.9984906911849976
b7dc3826-cc2f-444f-b397-0df99764426c,foysalahammod foysalahammof,Good,5,0,2023-04-08 12:47:04,1.8.3,POSITIVE,0.9984152317047119
671948e2-d877-4b3b-ac27-47303c0ad590,Alamin new,Excellent,5,0,2023-04-08 11:35:03,1.8.3,POSITIVE,0.998581051826477
aa5e48dd-2781-489c-9c51-14d429e65acd,MD Jibril Ail,Very nice very good this app,5,1,2023-04-08 00:51:37,1.8.1,POSITIVE,0.9987801909446716
442ada94-eeb2-4b8d-9408-2aafc5092d1c,Rabbi Khan,I need date 8 parmit umrah Iam traing But no allow Plz 🤲🤲🤲,3,0,2023-04-06 21:28:50,,POSITIVE,0.9824331998825073
14254309-ee12-42dd-90cb-a3b365a7a251,Dlowar ওকে,Good,5,0,2023-04-06 20:18:40,1.8.3,POSITIVE,0.9984152317047119
7acdaa2e-043c-4e65-a37d-b27b144312ca,Renoop ravinath,Nice app,4,0,2023-04-06 11:47:52,,POSITIVE,0.9985741376876831
6669c45e-9102-44ba-871b-2c4e25c11873,Raja Prince,bad,1,0,2023-04-06 08:37:34,,NEGATIVE,0.9990259408950806
c4d2b433-0024-4804-b4b7-ac6c8a23a68a,Rizanmalik MALIK,Best app ever,5,0,2023-04-06 06:45:21,,POSITIVE,0.9985960125923157
57febb19-f40f-4610-a438-98b866d78240,Solman Blah,I hope there is no more permit because others who want to do Umrah will struggle to get a permit. I hope that permit will be removed and the coved will no longer exist. 😭😭😭😭,3,5,2023-04-06 06:30:18,1.8.3,NEGATIVE,0.9967787861824036
92ce8ddf-3130-4238-b577-865f7be2dd5a,layallpurofficial,No working app any time open problem,1,3,2023-04-06 02:35:54,1.8.3,NEGATIVE,0.9994799494743347
0fcb6b01-675e-477b-af90-887560ae4e28,Md Ohid,Wow,5,0,2023-04-05 20:00:07,1.8.3,POSITIVE,0.9963800311088562
52c60fe1-56b5-4c5e-9a9c-177f2e442963,Qaiser khan,"Unable to register as a new user. Entering correct data, always ask for correction",1,125,2023-04-04 19:06:35,1.8.3,NEGATIVE,0.9992256164550781
da532944-f001-4c8c-b1e7-864a2fc43b52,Sher Zada,Nice app,3,0,2023-04-04 18:27:37,,POSITIVE,0.9985741376876831
52caeb5f-9251-4626-8bd3-f31d00f09e8f,Tahir Shah,V good,5,0,2023-04-04 18:07:43,1.8.3,POSITIVE,0.9985159039497375
ca87cabe-a99e-40dd-9e63-ca7d56c22239,Sajjad Khan,Nice,5,0,2023-04-04 06:15:36,1.8.3,POSITIVE,0.9977694749832153
b4e3b708-73f5-44e2-ab03-a58cec68dd25,Md. Hamid,So useful,4,2,2023-04-03 19:25:39,1.8.3,POSITIVE,0.9978575110435486
fd6d9dbc-fc78-4357-8ccd-fa55b4cf5227,shokat kh,This is a good work,5,0,2023-04-03 18:25:31,1.8.3,POSITIVE,0.9988301396369934
e52788b9-3b2b-43b4-a942-6cbc829c1f1c,Mohammad Shohid,Nice app,5,0,2023-04-03 16:27:41,1.4.2,POSITIVE,0.9985741376876831
0026968e-06ad-46c6-94f2-3be674373048,Jee Badroon,De,5,0,2023-04-03 15:04:51,1.8.3,POSITIVE,0.9904499650001526
f89f8bd6-fc6c-41c3-a842-079b6b3edbde,Jovy Peteza,Good,5,0,2023-04-03 05:23:31,,POSITIVE,0.9984152317047119
1e349905-3f65-47b0-be13-513579338bce,Muhammad Ikraam,Good app,5,0,2023-04-03 02:49:51,,POSITIVE,0.9987263083457947
3c9e23b1-fcf3-49cb-b910-ff4f65916eab,Jakir Hossain,Good apps,5,0,2023-04-02 23:25:27,1.7.0,POSITIVE,0.9986134767532349
4aed1af8-5713-4fba-ae4c-9c6eee29f328,mariano legaspi,Got it,5,0,2023-04-02 22:15:18,,POSITIVE,0.9973015785217285
36e636b6-6a19-47c1-a632-6d826d2349b2,Muhammad Mubashar,Nice,5,0,2023-04-02 14:48:22,1.8.3,POSITIVE,0.9977694749832153
ff519e8b-a9e2-45e9-a8fe-8aa0b76b2494,Madinster The Mortal,"Verification code not sending, it says it's sending me a verification code but I haven't received anything.",1,2,2023-04-02 13:15:28,,NEGATIVE,0.9995033740997314
3a41fd24-e99d-47b7-887c-180510b24a47,KOUSAR DIN,Bb,5,0,2023-04-02 03:01:56,1.8.0,POSITIVE,0.9881757497787476
82da8781-276b-4d42-a946-acc3ea302c2e,Shemsdin Mohammed,GOOD app,3,0,2023-04-02 02:48:06,1.8.3,POSITIVE,0.9986305236816406
27d9ad52-1aca-4b7d-a6c0-3a7d42193710,Akter Hossain,So beautiful,5,0,2023-04-01 22:36:05,1.8.3,POSITIVE,0.9985665678977966
46f0a821-17b9-43c2-b42f-3aa8c993936d,Arafath Kasaragod,Good service,5,0,2023-04-01 22:12:56,,POSITIVE,0.99883633852005
c35aa98e-6a6c-4205-ab19-71570216bd0c,Kareem Ali,Good,5,0,2023-04-01 19:12:30,,POSITIVE,0.9984152317047119
c9b378ef-2feb-4da8-8e45-5048d7f442ed,Wunder Bar,Worst expirence can't able to rigister any permit,1,0,2023-04-01 15:01:29,,NEGATIVE,0.9994625449180603
d822c8a1-ca8a-47e8-9387-9563acfd65df,Shabaz jutt Shabaz jutt,Good,5,0,2023-04-01 13:57:14,,POSITIVE,0.9984152317047119
1a95cf6b-db09-48ab-9b6f-50847e72de2b,Shayan Khan,Good app,5,0,2023-03-31 21:45:33,,POSITIVE,0.9987263083457947
3d59e08f-f66c-45ad-b248-233e5b54d4ad,Abdul Awal Chowdhury,This is very good.,5,1,2023-03-31 19:59:25,1.8.3,POSITIVE,0.9987185001373291
bd962cf0-1692-4d57-be52-68be62564f5f,Rabby King,Thanks to ksa,5,0,2023-03-31 16:36:52,,POSITIVE,0.9976925849914551
efa311ff-1758-41dd-8b44-79019b89fe4b,S Ahmed,Masha-allah Excellent apps,5,0,2023-03-30 19:14:13,1.8.3,POSITIVE,0.9983856678009033
3e2ad1e5-bf7f-42ca-8fe4-22947c15f857,ashraf amir khan,Fabolous Fantastic Excellent Amazing Dashing Supereb Excellent Amazing Dashing Service 💝,5,0,2023-03-30 14:40:01,,POSITIVE,0.9988276362419128
c3261f2a-1fae-471e-a2de-af9c3f6a6ec2,Md Hossain,Good app,5,0,2023-03-30 10:49:33,1.8.3,POSITIVE,0.9987263083457947
35054e90-47bb-43a8-9670-3abe0d24430f,md manik mia,Supper,5,0,2023-03-30 04:30:16,1.8.3,POSITIVE,0.9968945980072021
cfb55c76-d830-4296-acaf-d110e34b0e19,Salamat nadaf,Well service for all,5,0,2023-03-30 02:06:07,,POSITIVE,0.9985387325286865
f1f093bc-7d1a-4e7d-b2bb-6e0b2f644e6c,Saddam Hussain,Good service,5,0,2023-03-29 18:34:03,,POSITIVE,0.99883633852005
575601a7-66ee-4088-8005-d01dd2716a0b,Mohammad Niyaz,Good application,2,0,2023-03-29 15:02:38,,POSITIVE,0.9987081289291382
a7ebbf91-17f7-4eb6-a432-cf7456209fd6,Muhammad Yaseen sahi,👍 👍 👍 👍,5,0,2023-03-29 14:24:16,,POSITIVE,0.9983661770820618
539c8800-dc4c-4afa-bcb9-8db6cb323b36,Mohammad Aheed,Ok,3,0,2023-03-29 09:52:22,,NEGATIVE,0.9943146109580994
9546a291-5283-4e3f-aae0-116cfd47cbdf,Sajjad Sagar Mughal,Some time not sport,4,1,2023-03-28 21:33:35,,NEGATIVE,0.9946793913841248
546ab559-7720-4276-b713-48283aaeec35,Pakistan Zindabad,Best app ever,5,0,2023-03-28 18:06:36,,POSITIVE,0.9985960125923157
107f3ad6-b786-458d-8c3b-b990371f0a05,Rashid Muhammed,For safty exelent app,5,2,2023-03-28 05:06:51,1.8.3,POSITIVE,0.9930880665779114
0041cb7f-2774-4a9c-a594-9edc9137f852,manu sahad,Good,5,0,2023-03-28 04:59:27,1.8.3,POSITIVE,0.9984152317047119
4e11b599-ba28-424f-88f6-bc2c37934b78,Sultan Reskani,❤️❤️❤️❤️❤️,5,0,2023-03-28 01:44:48,,POSITIVE,0.9984979629516602
9b1e8c87-fa81-4be1-bec2-0a6fa1a2c2f5,Abul Abul,Good app,5,0,2023-03-27 20:10:34,,POSITIVE,0.9987263083457947
adddd886-cc0d-4936-a294-4ce6a59672bd,Aziz Haque,Nice app,5,0,2023-03-27 20:01:29,1.8.0,POSITIVE,0.9985741376876831
05371086-7130-466b-bfb6-a2036169bbed,muhammad Faizan,Good,5,0,2023-03-27 16:40:47,,POSITIVE,0.9984152317047119
3b715857-22a8-414c-9d5b-e8054d172925,MAWAZ AHMED,Good,5,0,2023-03-27 15:32:17,1.8.3,POSITIVE,0.9984152317047119
3a141635-009c-475f-9a3c-b146801b621c,samad khan,Excellent To good Amezing,5,0,2023-03-27 11:25:31,,POSITIVE,0.9981933236122131
43d376a3-c7e5-4b3e-b1db-267b8aaf22d4,Yakub Ali,Good your information,5,0,2023-03-27 09:33:01,,POSITIVE,0.9976239800453186
513fde5a-c480-4a89-8ef4-9224723f1387,Mohd Umar,Very nice app,5,0,2023-03-27 03:00:34,,POSITIVE,0.9987428784370422
2bb6aa86-7796-459e-b5d4-01c62a829dd5,Mansoor Khan,Good,5,0,2023-03-27 00:43:27,,POSITIVE,0.9984152317047119
6375b086-1f3a-4448-991c-9822927ff043,Adnan Jamshed,Good apps,5,0,2023-03-26 21:00:12,,POSITIVE,0.9986134767532349
c53eaf69-9de9-4c74-9629-a980ae6823ac,Abduppa Vad,It's not good app very poor,1,0,2023-03-26 19:05:19,,NEGATIVE,0.9994901418685913
b6a1857b-e968-41ed-be4a-02ea308aa8bf,Shakil Khan,Good,5,0,2023-03-26 18:40:23,,POSITIVE,0.9984152317047119
81e7337d-c78a-4e36-b464-530e69db7c1b,Bilal Ahmed,Good aap,5,0,2023-03-25 22:24:58,,POSITIVE,0.9977255463600159
ae27e2da-a8fd-494a-a77f-e0282b2636b7,Mahbaur Chowdhury,good,2,0,2023-03-25 16:23:34,,POSITIVE,0.9985306262969971
73355ad3-bfb5-407c-bc76-252e8e6df646,abduasamad abdussamadpatel,Good ap,5,0,2023-03-25 09:43:32,1.8.3,POSITIVE,0.998630940914154
8000a864-5fba-4a24-a61a-b3da31b3ad3f,Md Rubel,Nice,1,0,2023-03-24 21:19:56,,POSITIVE,0.9977694749832153
b8ecf729-908f-4f01-a17f-35dbc8297523,Cr.Bangladesh social media,Nice Beautiful,1,0,2023-03-24 20:08:28,1.7.0,POSITIVE,0.9986680746078491
a1ec7fc1-80b4-4cb6-a6af-49a866444038,Prince Ali Fahad,Good apps,5,0,2023-03-24 18:48:50,1.8.1,POSITIVE,0.9986134767532349
d0efdf60-5fee-404c-b701-6beca1975a70,Barse Alam,Nice apps,5,0,2023-03-24 05:53:08,,POSITIVE,0.9984354376792908
b6685f09-7e69-46e7-993a-2d1e34f4e069,MS Hossain,My experience very well.,5,1,2023-03-23 18:59:20,1.7.0,POSITIVE,0.9985957741737366
ae1ed5a4-e3bd-492d-8baa-e2042273e3c5,Asif Khan,Nice appe,5,0,2023-03-23 17:50:11,1.8.1,POSITIVE,0.998043417930603
7433f488-156d-4fa9-99ab-7a6bf152fddd,Md Shamim,to nice,5,0,2023-03-23 17:45:10,,NEGATIVE,0.9908271431922913
4b6ebc27-982e-46da-880d-a6624d7a36c7,Md Rakib,Nice,5,0,2023-03-23 01:03:07,1.8.1,POSITIVE,0.9977694749832153
3f19eae4-605d-438d-93f3-ce88244f7705,MOHAMMED Nazim,nice app,5,0,2023-03-22 20:52:50,,POSITIVE,0.998537540435791
194de7d5-89dd-457d-88c1-7951ea3b3303,Kamal Husen,good,5,0,2023-03-22 18:06:15,,POSITIVE,0.9985306262969971
91739885-107d-4c33-b33d-94d6b30639ad,younus ullah,Nice to have,5,0,2023-03-21 19:24:39,,POSITIVE,0.9983348250389099
dc0b7d31-cdb7-4751-a127-968bd470bc93,Onu Mahmud,good,5,0,2023-03-20 18:45:04,,POSITIVE,0.9985306262969971
a2d1c5a8-9f88-4bfc-9a17-d1d01a331df1,fn fahim,Very good,5,0,2023-03-20 12:12:15,,POSITIVE,0.9986018538475037
169bcd18-6ca9-4938-a609-94772657ede7,Ahmad Ovais,Good services,5,0,2023-03-19 22:54:41,1.8.0,POSITIVE,0.9988238215446472
4c0e5a4a-725a-4eb7-b23c-d728dcbad829,Eugene Antonio,Usefull😊💗❤️😊,5,0,2023-03-19 11:49:00,,POSITIVE,0.9987350106239319
107cebdd-8b82-4e74-ad28-42f4d4ae0526,Abdul Shakoor,Nice app,5,0,2023-03-18 14:01:51,,POSITIVE,0.9985741376876831
bba435f6-8efd-4951-a40f-c54528a8ddbb,Md Nirob,Group,4,0,2023-03-17 15:12:33,1.0.0,POSITIVE,0.9894318580627441
dbcafc38-0f2a-46fb-bdcf-f2eaa546d94e,Ghulam Hussain,Ok,5,0,2023-03-17 06:06:08,,NEGATIVE,0.9943146109580994
98dbbd7a-1bc3-45b9-a5ff-c0e1037fafd7,IMRAN ALLI,Excellent work,5,0,2023-03-15 20:47:15,,POSITIVE,0.9987735152244568
d5030e52-5440-4323-bbd9-41bbe2d80610,Riad Mizi,Nice app,5,0,2023-03-15 20:06:59,1.8.1,POSITIVE,0.9985741376876831
